mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
4	3	3/4	3/4	4/4	2	1	ii6/V	E	I		ii6/V	ii		6		V			m	0	0	4, 8, 7		7	4	0	3	0.0	0.0	0.25	0.0
4	3	7/8	7/8	4/4	2	1	V/V	E	I		V/V	V				V			M	0	0	6, 10, 7		6	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	4	0	0	4/4	2	1	I/V|PAC}	E	I		I/V	I				V	PAC	}	M	0	0	5, 9, 6		5	5	0	7	0.0	0.0	1.0	0.0
5	4	1/4	1/4	4/4	2	1	I6{	E	I		I6	I		6				{	M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.375	0.0
5	4	3/8	3/8	4/4	2	1	I[I	E	I	I	I	I							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.375	0.0
5	4	1/2	1/2	4/4	2	1	IV	E	I	I	IV	IV							M	0	0	3, 7, 4		3	3	0	7	0.0	0.0	0.875	0.0
5	4	3/4	3/4	4/4	2	1	I	E	I	I	I	I							M	0	0	4, 8, 5		4	4	0	8	0.0	0.0	1.0	0.0
6	5	0	0	4/4	2	1	IV	E	I	I	IV	IV							M	0	0	3, 7, 4		3	3	0	7	0.0	0.0	0.875	0.0
6	5	1/4	1/4	4/4	2	1	I]	E	I	I	I	I							M	0	0	4, 8, 5		4	4	0	8	0.0	0.0	1.0	0.0
6	5	1/2	1/2	4/4	2	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.375	0.0
6	5	5/8	5/8	4/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
6	5	3/4	3/4	4/4	2	1	viio6	E	I		viio6	vii	o	6					o	0	0	6, 3, 9		9	6	0	4	0.0	0.0	0.375	0.0
6	5	7/8	7/8	4/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.375	0.0
7	6	0	0	4/4	2	1	V|HC}	E	I		V	V					HC	}	M	0	0	5, 9, 6		5	5	0	4	0.0	0.0	0.375	0.0
7	6	1/8	1/8	4/4	2	1	V2	E	I		V2	V		2					Mm7	0	0	3, 5, 9, 6		5	3	0	4	0.0	0.0	0.375	0.0
7	6	1/4	1/4	4/4	2	1	I6{	E	I		I6	I		6				{	M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	0.375	0.0
7	6	3/8	3/8	4/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.375	0.0
7	6	1/2	1/2	4/4	2	1	IV64	E	I		IV64	IV		64					M	0	0	4, 3, 7		3	4	0	5	0.0	0.0	0.6875	0.0
7	6	5/8	5/8	4/4	2	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.1875	0.0
7	6	11/16	11/16	4/4	2	1	vii%43	E	I		vii%43	vii	%	43					%7	0	0	3, 7, 9, 6		9	3	0	2	0.0	0.0	0.125	0.0
7	6	3/4	3/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	0.4375	0.0
7	6	7/8	7/8	4/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	0.4375	0.0
8	7	0	0	4/4	2	1	IV64	E	I		IV64	IV		64					M	0	0	4, 3, 7		3	4	0	5	0.0	0.0	0.6875	0.0
8	7	1/8	1/8	4/4	2	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.1875	0.0
8	7	3/16	3/16	4/4	2	1	vii%43	E	I		vii%43	vii	%	43					%7	0	0	3, 7, 9, 6		9	3	0	2	0.0	0.0	0.125	0.0
8	7	1/4	1/4	4/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	4	0.0	0.0	0.4375	0.0
8	7	3/8	3/8	4/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	0.4375	0.0
8	7	1/2	1/2	4/4	2	1	viio6	E	I		viio6	vii	o	6					o	0	0	6, 3, 9		9	6	0	4	0.0	0.0	0.375	0.0
8	7	5/8	5/8	4/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	1	4	0.2	0.0625	0.375	0.14285714285714285
8	7	3/4	3/4	4/4	2	1	V(64)	E	I		V(64)	V			64				M	0	0	5, 4, 8		5	5	0	4	0.0	0.0	0.5	0.0
8	7	7/8	7/8	4/4	2	1	V7	E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	4	0.0	0.0	0.4375	0.0
9	8	0	0	4/4	2	1	I|PAC}	E	I		I	I					PAC	}	M	0	0	4, 8, 5		4	4	1	6	0.14285714285714285	0.0625	0.9375	0.0625
