mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	4/4	2	1	E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	2	2	0.5	1/2	1/2	4/4	2	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	1	5/2	5/2	0.5	5/8	5/8	4/4	2	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
1	1	3	3	1.0	3/4	3/4	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
2	2	4	4	0.5	0	0	4/4	2	1	V6(4)	E	I		V6(4)	V		6	4				M	0	0	0, 2, 1		1	0
2	2	9/2	9/2	0.5	1/8	1/8	4/4	2	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	5	5	0.5	1/4	1/4	4/4	2	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
2	2	11/2	11/2	0.5	3/8	3/8	4/4	2	1	ii6/V	E	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
2	2	6	6	0.5	1/2	1/2	4/4	2	1	V(64)/V	E	I		V(64)/V	V			64	V			M	0	0	2, 1, 5		2	2
2	2	13/2	13/2	0.5	5/8	5/8	4/4	2	1	vi/V	E	I		vi/V	vi				V			m	0	0	4, 1, 5		4	4
2	2	7	7	0.5	3/4	3/4	4/4	2	1	ii6/V	E	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
2	2	15/2	15/2	0.5	7/8	7/8	4/4	2	1	V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
3	3	8	8	1.0	0	0	4/4	2	1	I/V|PAC}	E	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
3	3	9	9	1.0	1/4	1/4	4/4	2	1	I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
